Code,Title,Description,Source,Context
TED-PT-AWARD-CONTRACT-WITHOUT-CALL,Article 32 of Directive 2014/24/EU,Justification for the choice of the negotiated procedure without prior publication of a call for competition in accordance with Article 32 of Directive 2014/24/EU,https://simap.ted.europa.eu/documents/10184/99173/EN_F03.pdf,tender
